Drug_id	Ingredient_id
112248	2290
112502	2290
129556	2290
138544	2290
143624	2290
175509	2290
182778	2290
183974	2290
198537	2290
203203	2290
243710	2290
247782	2290
281996	2290
287531	2290
328083	2290
351259	2290
364676	2290
365827	2290
2751	2294
6337	2294
248163	2294
2757	2300
105624	2300
281524	2300
2763	2305
2775	2316
38218	2316
151393	2316
289301	2316
2778	2320
44177	2320
287030	2320
2797	2339
2815	2351
2818	2354
3691	2354
16288	2354
94478	2354
2874	2392
2887	2401
4055	2401
5082	2401
246274	2401
326058	2401
2893	2406
10984	2406
2900	2412
2901	2413
249442	2413
310491	2413
2925	2433
15200	2433
2942	2445
9070	2445
9910	2445
21112	2445
25516	2445
27440	2445
29325	2445
33040	2445
46673	2445
91920	2445
92322	2445
93771	2445
94752	2445
112248	2445
112502	2445
116563	2445
127872	2445
129556	2445
138544	2445
141814	2445
145427	2445
183974	2445
185920	2445
189785	2445
198537	2445
200336	2445
203203	2445
246762	2445
281996	2445
311923	2445
324841	2445
327038	2445
351259	2445
364676	2445
365827	2445
2942	2446
9910	2446
24637	2446
34352	2446
43976	2446
90893	2446
164479	2446
176618	2446
2942	2449
6356	2449
11403	2449
17927	2449
21112	2449
52180	2449
91920	2449
98133	2449
102015	2449
108148	2449
116563	2449
138544	2449
141814	2449
145427	2449
171435	2449
174712	2449
178460	2449
178645	2449
182778	2449
189785	2449
198537	2449
203203	2449
247782	2449
248855	2449
281996	2449
286873	2449
287089	2449
310917	2449
311455	2449
311914	2449
313232	2449
327038	2449
351259	2449
351905	2449
365827	2449
2974	2479
3000	2499
108665	2499
3031	2524
364891	2524
3040	2532
8611	2532
3049	2540
3065	2555
7466	2555
31330	2555
33129	2555
46602	2555
98133	2555
112183	2555
367094	2555
3065	2556
7466	2556
31330	2556
33129	2556
46602	2556
49466	2556
93996	2556
98133	2556
117479	2556
190412	2556
364404	2556
367094	2556
3089	2574
35719	2574
118911	2574
122014	2574
159933	2574
208693	2574
244269	2574
312796	2574
315527	2574
321268	2574
3096	2579
3187	2579
13772	2579
16440	2579
24306	2579
30052	2579
34548	2579
37275	2579
42636	2579
47484	2579
52326	2579
59062	2579
98133	2579
99308	2579
107254	2579
109410	2579
114222	2579
129564	2579
145791	2579
157454	2579
171132	2579
171140	2579
248591	2579
310614	2579
312210	2579
312725	2579
313588	2579
313732	2579
314233	2579
314576	2579
314728	2579
315705	2579
315963	2579
316531	2579
324014	2579
328878	2579
357401	2579
367849	2579
3096	2580
3187	2580
13772	2580
24306	2580
30052	2580
34548	2580
37275	2580
42636	2580
47484	2580
59062	2580
107254	2580
109410	2580
114222	2580
129564	2580
145791	2580
248591	2580
310614	2580
312210	2580
312725	2580
313732	2580
314233	2580
314576	2580
314728	2580
315963	2580
316531	2580
324014	2580
326435	2580
328878	2580
357401	2580
367849	2580
3096	2581
3187	2581
13772	2581
30052	2581
37275	2581
42636	2581
47484	2581
52326	2581
98133	2581
107254	2581
114222	2581
129564	2581
157454	2581
171132	2581
171140	2581
248591	2581
249145	2581
310614	2581
312210	2581
312725	2581
313732	2581
314233	2581
314576	2581
314728	2581
315705	2581
315963	2581
316531	2581
324014	2581
328878	2581
357401	2581
367849	2581
3096	2582
3187	2582
13772	2582
16440	2582
30052	2582
34548	2582
37275	2582
42636	2582
47484	2582
52326	2582
59062	2582
98133	2582
107254	2582
114222	2582
129564	2582
157454	2582
168565	2582
171132	2582
248591	2582
249145	2582
310614	2582
312210	2582
312725	2582
313732	2582
314233	2582
314576	2582
314728	2582
315705	2582
315963	2582
324014	2582
326435	2582
328878	2582
357401	2582
367849	2582
3096	2583
3187	2583
13772	2583
16440	2583
24306	2583
30052	2583
37275	2583
42636	2583
47484	2583
52326	2583
59062	2583
98133	2583
107254	2583
114222	2583
129564	2583
145791	2583
157454	2583
168565	2583
171132	2583
248591	2583
249145	2583
310614	2583
312210	2583
312725	2583
313732	2583
314233	2583
314576	2583
314728	2583
315705	2583
315963	2583
316531	2583
324014	2583
326435	2583
328878	2583
357401	2583
367849	2583
3125	2606
16084	2606
41672	2606
115161	2606
283779	2606
3125	2607
16084	2607
41672	2607
115161	2607
3159	2635
245050	2635
245861	2635
286367	2635
3167	2641
4673	2641
3178	2648
3185	2653
243976	2653
3215	2684
3219	2688
3240	2708
21624	2708
329683	2708
3275	2736
317813	2736
3276	2737
23432	2737
138835	2737
184443	2737
3310	2776
3472	2776
7876	2776
14798	2776
16278	2776
19246	2776
3381	2830
243996	2830
3387	2835
116812	2835
147697	2835
3393	2840
3430	2872
10994	2872
3467	2903
3483	2918
3483	2919
7483	2919
3522	2950
3543	2969
21025	2969
47464	2969
103246	2969
244846	2969
3629	3043
20511	3043
22879	3043
96698	3043
154992	3043
181903	3043
363654	3043
3634	3048
248229	3048
3637	3050
4288	3050
3641	3056
3680	3079
3691	3090
29928	3090
43631	3090
318977	3090
3691	3092
43631	3092
120056	3092
328266	3092
348996	3092
3691	3093
29928	3093
120056	3093
132748	3093
328266	3093
348996	3093
3691	3094
43631	3094
3691	3095
43631	3095
3691	3096
43631	3096
3691	3097
3691	3098
5354	3098
3700	3106
10042	3106
246712	3106
3704	3109
3834	3109
12406	3109
20806	3109
111584	3109
3711	3115
3714	3118
284074	3118
351814	3118
3741	3140
3805	3170
3809	3172
3832	3195
246024	3195
3846	3208
46443	3208
55262	3208
57421	3208
90385	3208
92009	3208
92632	3208
93162	3208
98133	3208
99181	3208
100446	3208
104565	3208
106446	3208
143182	3208
166983	3208
170764	3208
173710	3208
179402	3208
198813	3208
202858	3208
209233	3208
312059	3208
3855	3213
5337	3213
3878	3223
245322	3223
3936	3261
4167	3261
90657	3261
3944	3267
27252	3267
45543	3267
50814	3267
54513	3267
96076	3267
98517	3267
122747	3267
142463	3267
171768	3267
192387	3267
286061	3267
322267	3267
325679	3267
3970	3290
51385	3290
3986	3304
249422	3304
3996	3312
97447	3312
198484	3312
3996	3313
4055	3352
246274	3352
4085	3383
4132	3418
183362	3418
4156	3435
16245	3435
95337	3435
110815	3435
4160	3438
314887	3438
4162	3440
4191	3470
53440	3470
4267	3539
10112	3539
49627	3539
4267	3540
4281	3551
4359	3624
4370	3631
57102	3631
92622	3631
244289	3631
249145	3631
329377	3631
4370	3632
12640	3632
127259	3632
153289	3632
195521	3632
249098	3632
4488	3727
19799	3727
95738	3727
244705	3727
4572	3802
103049	3802
246708	3802
4587	3817
356409	3817
4642	3871
328266	3871
4772	3981
4787	3995
4881	4066
4891	4075
29928	4075
4891	4076
15943	4076
29928	4076
120056	4076
328266	4076
348996	4076
4891	4077
19771	4077
29928	4077
172671	4077
4891	4078
4891	4079
29928	4079
43631	4079
120056	4079
312059	4079
328266	4079
348996	4079
4898	4085
51350	4085
98133	4085
157538	4085
161754	4085
168565	4085
176784	4085
318084	4085
4923	4115
4940	4133
34451	4133
204452	4133
4984	4167
5016	4188
8802	4188
289277	4188
5061	4229
5067	4234
42544	4234
183730	4234
5149	4302
5160	4311
143127	4311
244432	4311
244692	4311
312016	4311
5337	4467
10613	4467
93083	4467
310646	4467
5394	4510
40019	4510
5448	4562
21955	4562
5480	4589
12658	4589
244331	4589
5516	4633
46988	4633
5571	4682
57332	4682
5632	4737
7238	4737
21112	4737
21864	4737
22041	4737
40316	4737
98133	4737
98811	4737
108495	4737
108943	4737
115998	4737
133306	4737
141537	4737
147829	4737
205746	4737
248963	4737
280914	4737
285118	4737
290091	4737
310663	4737
312059	4737
327226	4737
351483	4737
358838	4737
370294	4737
5689	4783
5749	4833
281395	4833
318304	4833
5762	4844
5770	4852
7320	4852
97072	4852
104354	4852
249145	4852
318417	4852
321008	4852
5770	4853
97072	4853
128212	4853
187015	4853
244960	4853
356866	4853
5811	4890
5826	4905
9657	4905
10424	4905
246707	4905
5838	4915
5932	4992
5971	5025
24119	5025
5974	5027
33708	5027
5996	5045
12826	5045
22741	5045
162281	5045
246258	5045
284349	5045
313778	5045
316429	5045
6001	5049
6005	5052
244197	5052
6059	5107
10710	5107
6102	5150
104354	5150
6102	5151
104354	5151
6102	5152
316457	5152
348996	5152
6120	5165
351483	5165
6120	5166
17628	5166
112793	5166
171437	5166
285118	5166
290091	5166
351483	5166
6173	5216
287094	5216
321772	5216
6204	5247
6212	5254
6293	5323
19148	5323
249235	5323
287343	5323
6341	5365
6425	5433
6438	5446
6438	5447
6520	5519
356409	5519
6618	5597
7211	5597
285434	5597
315135	5597
351826	5597
6633	5613
286076	5613
6724	5698
6778	5755
112107	5755
6778	5756
6874	5838
6963	5913
6984	5930
173876	5930
7013	5964
7051	6004
7068	6016
7095	6038
7104	6046
7120	6060
10682	6060
16814	6060
23046	6060
42998	6060
250219	6060
280528	6060
7174	6112
24100	6112
315527	6112
7240	6172
7320	6242
28771	6242
163092	6242
246175	6242
7324	6246
8408	6246
130655	6246
7349	6266
35159	6266
172037	6266
7364	6282
7429	6335
13888	6335
7466	6370
46602	6370
93996	6370
98133	6370
117479	6370
367094	6370
7484	6385
247342	6385
7499	6394
7536	6429
7578	6468
7659	6531
7661	6532
7712	6575
7753	6612
7808	6658
208875	6658
7829	6676
245168	6676
7838	6688
10659	6688
7872	6717
7905	6754
280894	6754
321940	6754
7998	6825
27380	6825
7998	6826
8053	6871
8053	6872
361088	6872
8053	6873
361088	6873
8146	6961
8185	6996
8187	6998
8208	7027
8283	7084
8283	7086
33708	7086
104354	7086
353853	7086
8283	7087
8283	7088
8283	7089
33708	7089
316576	7089
8283	7090
104354	7090
8283	7091
8283	7092
316576	7092
8283	7094
8283	7095
365827	7095
8283	7096
33708	7096
104354	7096
8283	7097
23490	7097
33708	7097
8283	7098
8286	7101
8549	7318
9684	7318
14505	7318
15030	7318
98317	7318
8633	7403
38803	7403
245532	7403
8665	7425
8666	7426
25276	7426
352684	7426
8678	7437
8678	7438
8724	7478
8764	7510
8777	7518
287792	7518
8802	7541
171641	7541
289277	7541
8803	7543
245285	7543
285606	7543
316081	7543
367309	7543
8803	7544
281855	7544
283642	7544
8811	7552
8900	7628
15770	7628
37902	7628
176948	7628
8910	7635
324828	7635
8932	7654
9000	7710
92880	7710
97017	7710
146112	7710
352874	7710
369982	7710
9000	7711
9046	7750
11448	7750
43127	7750
9055	7758
9096	7795
9380	8036
9416	8066
150410	8066
9416	8067
57452	8067
150410	8067
285449	8067
9435	8081
311914	8081
320251	8081
9435	8082
133215	8082
310411	8082
311914	8082
312172	8082
313256	8082
9633	8245
9703	8303
111804	8303
9718	8318
9731	8335
19016	8335
9743	8345
250011	8345
9747	8349
9765	8362
12210	8362
9768	8364
22174	8364
9792	8385
9840	8424
9858	8439
115789	8439
9910	8493
15943	8493
25516	8493
116563	8493
129260	8493
141814	8493
281996	8493
327038	8493
353853	8493
9910	8494
316576	8494
9910	8497
9910	8500
97976	8500
108495	8500
244068	8500
9910	8501
15784	8501
98133	8501
108495	8501
111100	8501
244068	8501
249145	8501
9910	8502
97976	8502
108495	8502
352971	8502
9970	8552
10017	8594
16557	8594
10052	8620
15216	8620
10091	8655
91386	8655
10123	8677
249091	8677
9817	8683
10133	8683
10391	8902
10391	8903
38248	8903
10545	9038
319991	9038
354018	9038
10602	9088
10613	9097
24964	9097
282550	9097
10682	9163
10794	9260
10889	9345
10889	9346
33707	9346
38966	9346
10890	9347
10895	9353
11082	9511
11309	9704
11315	9709
11332	9722
170934	9722
11403	9783
11431	9814
286540	9814
11444	9828
280459	9828
11518	9896
11549	9920
11594	9963
247795	9963
11801	10152
14553	10152
29928	10152
30077	10152
34479	10152
35129	10152
51350	10152
51580	10152
111161	10152
121306	10152
122377	10152
157538	10152
161754	10152
162342	10152
181065	10152
194410	10152
198264	10152
199763	10152
248013	10152
249145	10152
249442	10152
357731	10152
364732	10152
12057	10371
12247	10540
35399	10540
37747	10540
208442	10540
12367	10660
96245	10660
12368	10661
12464	10744
28725	10744
117370	10744
12640	10893
12656	10907
35245	10907
53771	10907
129958	10907
313493	10907
12661	10911
12661	10912
12743	10988
13165	11349
13269	11442
45299	11442
117168	11442
244964	11442
245256	11442
246611	11442
310717	11442
316642	11442
13299	11466
13378	11537
317347	11537
13395	11549
20148	11549
208386	11549
13421	11568
13427	11578
13450	11599
13543	11676
13545	11678
197484	11678
370331	11678
13583	11715
13745	11855
13813	11919
150526	11919
13892	11990
247780	11990
13912	12001
97607	12001
99697	12001
243962	12001
310626	12001
13991	12068
13991	12069
35581	12069
13991	12070
14036	12113
45046	12113
14102	12175
18832	12175
110191	12175
14166	12240
14174	12245
24187	12245
14181	12250
14377	12425
14377	12426
14378	12427
131250	12427
14509	12532
34326	12532
111477	12532
14545	12565
24396	12565
170911	12565
14672	12678
18696	12678
14785	12775
14803	12792
16071	12792
17686	12792
34548	12792
35992	12792
51560	12792
54547	12792
90459	12792
93540	12792
106495	12792
120512	12792
280528	12792
286873	12792
367944	12792
14898	12871
14909	12879
14954	12916
103429	12916
15154	13116
15161	13123
15539	13450
174289	13450
15698	13592
16057	13911
16071	13925
17686	13925
35992	13925
51560	13925
280528	13925
311914	13925
16189	14023
19938	14023
94760	14023
96201	14023
100552	14023
111095	14023
162689	14023
315819	14023
16345	14171
244937	14171
323845	14171
16397	14211
16591	14381
16770	14541
16878	14636
16942	14693
163663	14693
283215	14693
319401	14693
16946	14695
17051	14793
17182	14920
17723	15429
17795	15495
31842	15495
17796	15496
18319	15981
176354	15981
18534	16171
206582	16171
18629	16261
43657	16261
19040	16611
29817	16611
143628	16611
314173	16611
321265	16611
19442	16970
280468	16970
19487	17013
130453	17013
19694	17198
112608	17198
134530	17198
248013	17198
19796	17287
175812	17287
244491	17287
19813	17306
44346	17306
20319	17782
20482	17930
20531	17966
20683	18135
20737	18180
281552	18180
316057	18180
21026	18444
21047	18461
21803	18461
21112	18509
93771	18509
21608	18905
21749	19017
245218	19017
313097	19017
21955	19190
21955	19192
321008	19192
22041	19260
98811	19260
115998	19260
147829	19260
206278	19260
310663	19260
358838	19260
370294	19260
22041	19261
127872	19261
206278	19261
22041	19262
35990	19262
112846	19262
171123	19262
285118	19262
289547	19262
290091	19262
311754	19262
319563	19262
351483	19262
22047	19267
22080	19296
30394	19296
131637	19296
280794	19296
22139	19353
22312	19499
22382	19550
244670	19550
22401	19565
178821	19565
22604	19739
311942	19739
22830	19923
22925	20011
326244	20011
23012	20082
23050	20113
28029	20113
244170	20113
247974	20113
318183	20113
23251	20259
132896	20259
153466	20259
23251	20260
244269	20260
247017	20260
282535	20260
285156	20260
318989	20260
319327	20260
320077	20260
320291	20260
321008	20260
323988	20260
329491	20260
354978	20260
358662	20260
358781	20260
367301	20260
23300	20296
23490	20448
23490	20449
316208	20449
23490	20450
33708	20450
23490	20451
23490	20452
23490	20453
92080	20453
97718	20453
245454	20453
245646	20453
247893	20453
23490	20454
23490	20455
23490	20456
33708	20456
23773	20698
24169	21035
34746	21035
24274	21126
45543	21126
354165	21126
24426	21252
24453	21272
91250	21272
288878	21272
