Drug_id	Ingredient_id
24453	21273
247213	21273
24530	21344
24962	21700
25012	21741
25159	21871
93929	21871
177301	21871
25299	21972
39287	21972
25299	21973
25537	22179
149797	22179
25577	22212
186244	22212
370026	22212
26080	22667
26080	22668
26151	22729
288243	22729
316259	22729
26327	22898
358177	22898
26742	23270
26841	23351
26846	23354
155339	23354
26875	23376
26955	23453
27161	23637
114570	23637
27193	23670
27243	23712
27252	23719
104453	23719
122747	23719
171768	23719
191390	23719
192387	23719
246923	23719
282962	23719
318351	23719
327304	23719
27440	23863
40325	23863
45971	23863
91047	23863
99788	23863
145427	23863
170849	23863
178460	23863
200336	23863
248855	23863
323988	23863
324841	23863
27747	24135
27774	24160
185462	24160
28175	24515
28268	24598
28577	24858
28721	24991
139991	24991
28721	24992
28725	24996
28933	25181
29134	25348
47484	25348
93540	25348
99308	25348
120512	25348
207789	25348
313588	25348
328266	25348
29349	25548
29730	25890
29803	25964
29928	26077
318084	26077
29928	26080
30059	26191
30077	26206
198264	26206
199763	26206
249145	26206
30178	26292
30210	26317
36281	26317
30380	26448
192388	26448
245894	26448
314954	26448
30402	26466
91555	26466
31280	27189
287578	27189
31321	27221
281047	27221
31330	27231
249145	27231
290091	27231
310663	27231
369461	27231
31330	27232
31643	27508
245436	27508
285184	27508
31691	27540
280896	27540
283148	27540
367094	27540
32068	27846
32230	27987
100145	27987
32600	28291
46757	28291
107292	28291
316132	28291
33037	28628
33266	28829
140623	28829
313074	28829
33266	28830
33333	28884
33399	28937
33399	28938
33708	29189
33708	29190
33708	29191
33708	29192
33708	29193
33708	29194
33708	29195
33708	29198
118430	29198
33708	29200
33708	29201
33708	29202
33708	29204
33708	29205
33708	29206
104354	29206
361478	29206
33708	29208
33708	29209
33708	29210
104354	29210
33708	29211
33708	29212
104354	29212
112803	29212
123953	29212
173276	29212
174062	29212
365827	29212
33788	29277
106438	29277
34038	29480
34135	29561
353853	29561
34326	29719
353856	29719
34804	30130
34888	30200
35367	30593
35399	30626
187400	30626
200962	30626
35530	30738
35530	30739
36125	31236
249261	31236
36640	31699
36640	31700
283209	31700
322518	31700
36935	31957
314918	31957
37368	32334
249097	32334
38434	33248
38802	33571
40078	34660
139253	34660
40316	34868
51580	34868
117654	34868
249145	34868
282771	34868
287519	34868
369461	34868
40524	35060
40626	35151
247081	35151
40759	35267
41020	35485
41330	35760
41408	35815
41588	35981
41623	36008
41644	36027
42538	36796
171140	36796
179397	36796
42974	37164
43236	37383
132488	37383
249145	37383
358628	37383
43362	37491
153289	37491
175878	37491
364680	37491
43428	37546
320024	37546
43631	37712
209981	37712
43631	37714
43631	37719
43845	37899
289134	37899
43976	38013
43976	38014
43976	38015
44665	38638
44754	38718
44754	38719
44776	38738
45181	39095
366551	39095
45249	39156
45965	39790
45999	39825
46158	39951
46339	40111
46569	40329
99258	40329
315216	40329
46602	40364
98133	40364
119325	40364
283148	40364
286873	40364
311914	40364
46602	40367
46681	40444
288244	40444
46723	40498
184766	40498
46846	40613
47374	41102
47392	41119
47466	41178
47468	41180
47468	41181
47830	41509
174062	41509
47830	41510
110839	41510
328266	41510
47830	41511
47830	41512
104354	41512
47830	41513
356587	41513
47830	41514
47972	41618
48645	42206
49030	42552
51560	42552
119088	42552
209990	42552
49466	42930
190412	42930
364404	42930
49749	43169
358670	43169
50283	43637
138727	43637
244333	43637
244599	43637
245593	43637
50712	44007
354426	44007
50992	44257
367681	44257
51304	44544
51488	44718
104354	44718
190896	44718
353853	44718
51560	44778
119088	44778
209990	44778
51787	44972
52199	45318
141617	45318
311255	45318
52547	45632
53108	46087
53397	46320
53397	46321
53564	46471
119169	46471
143543	46471
53948	46817
54240	47070
311914	47070
316748	47070
54240	47071
316748	47071
54971	47731
55762	48448
99762	48448
55915	48587
55915	48588
55915	48589
56494	49079
176842	49079
56694	49252
57123	49625
116804	49625
57332	49805
58174	50549
58319	50678
153866	50678
349450	50678
58964	51253
59977	52151
98175	52151
104453	52151
125597	52151
191390	52151
283577	52151
362823	52151
59977	52152
198399	52152
59977	52153
147742	52153
90361	77356
90409	77395
90436	77413
90475	77440
311769	77440
316027	77440
321422	77440
90618	77563
90677	77608
133949	77608
315683	77608
329377	77608
90761	77683
90973	77851
101260	77851
114575	77851
123952	77851
176233	77851
180497	77851
202836	77851
282535	77851
317466	77851
318639	77851
318989	77851
320291	77851
328083	77851
329491	77851
351905	77851
352153	77851
354978	77851
356655	77851
367301	77851
91120	77972
91653	78432
91717	78483
91762	78513
365283	78513
91900	78628
91920	78645
108148	78645
287089	78645
92155	78830
92596	79187
92622	79210
93606	79210
120512	79210
149238	79210
92719	79295
289841	79295
92790	79343
92884	79416
113766	79416
369281	79416
92884	79417
113766	79417
93112	79603
93212	79683
93223	79692
93248	79712
93536	79951
93536	79952
93540	79955
367944	79955
93604	80022
362733	80022
93711	80112
93801	80201
94013	80378
94424	80694
94482	80746
115836	80746
94986	81144
281211	81144
311719	81144
358899	81144
95006	81158
249123	81158
287061	81158
95035	81180
95642	81645
95718	81710
287455	81710
356409	81710
96186	82097
96186	82098
96186	82099
96186	82100
96797	82592
97062	82800
97072	82811
97482	83143
98058	83623
98058	83624
98133	83698
98133	83714
98133	83715
246854	83715
318084	83715
98360	83911
98922	84353
98930	84358
99215	84577
99739	85019
100024	85257
100321	85487
100374	85523
101260	86230
367301	86230
101682	86578
101863	86735
245747	86735
102014	86844
281457	86844
351272	86844
102268	87044
244163	87044
102736	87435
122014	87435
126071	87435
309606	87435
369281	87435
102852	87534
102852	87535
102852	87536
102852	87537
102852	87538
318639	87538
102852	87539
102852	87540
187950	87540
283024	87540
363480	87540
102852	87541
102852	87542
102852	87543
102852	87544
318639	87544
102852	87545
102852	87546
102852	87547
102852	87548
102852	87549
318639	87549
103290	87883
103692	88214
103867	88352
104149	88566
311145	88566
104354	88738
316576	88738
104354	88740
104354	88741
104354	88742
316576	88742
351535	88742
104354	88743
104354	88744
111537	88744
104354	88745
104354	88746
104354	88748
356587	88748
104354	88749
316576	88749
104354	88753
104354	88755
313896	88755
104354	88756
104354	88757
104354	88758
104354	88759
104354	88761
104354	88762
316576	88762
104354	88763
104354	88764
104354	88765
104354	88766
104354	88768
104354	88769
138561	88769
104354	88771
311914	88771
104354	88773
104354	88774
104354	88775
104354	88776
104354	88777
328266	88777
356587	88777
104354	88782
104354	88783
353853	88783
104479	88882
160788	88882
360737	88882
104716	89085
208472	89085
105044	89347
353065	89347
105250	89516
105542	89742
105712	89870
142206	89870
105754	89903
246835	89903
356889	89903
105934	90039
366419	90039
106326	90336
287155	90336
106469	90460
106783	90716
107073	90933
176327	90933
177363	90933
318084	90933
354740	90933
366548	90933
107337	91152
107424	91221
166376	91221
283270	91221
107527	91305
107620	91377
246541	91377
107670	91420
108422	92038
139914	92038
108495	92102
173276	92102
108495	92104
173276	92104
108495	92106
109099	92593
109317	92759
109571	92950
109601	92969
109664	93026
110251	93504
111048	94129
143624	94129
111708	94680
111867	94812
245263	94812
248888	94812
286289	94812
112372	95199
112453	95264
112682	95458
201751	95458
314990	95458
112846	95578
171123	95578
113048	95742
113140	95822
318368	95822
113480	96108
133156	96108
248163	96108
309987	96108
113556	96167
326391	96167
350952	96167
113766	96336
113779	96346
247283	96346
312400	96346
114040	96555
114214	96685
114363	96819
114743	97123
115358	97625
115534	97773
180472	97773
115591	97820
183559	97820
247310	97820
117074	99029
243993	99029
318534	99029
117318	99216
148689	99216
152163	99216
117370	99257
118245	99979
118279	100006
120056	100006
118279	100007
118279	100008
354081	100008
118279	100009
120056	100009
328266	100009
348996	100009
118279	100010
119325	100860
119325	100861
119416	100938
136982	100938
120056	101480
316457	101480
120056	101481
208442	101481
348996	101481
120056	101482
348996	101482
120056	101483
348996	101483
120056	101487
328266	101487
348996	101487
120056	101490
328266	101490
348996	101490
120510	101853
120569	101902
120649	101969
129128	101969
121601	102746
122039	103078
122041	103080
158856	103080
122044	103081
122044	103082
123570	104332
287094	104332
123952	104652
123952	104654
124386	104982
125281	105730
125742	106107
125786	106138
125925	106256
126209	106492
126504	106752
126707	106910
127387	107469
289629	107469
127624	107663
128146	108114
130810	110234
132456	111666
132748	111921
133037	112156
133042	112160
133215	112315
137858	112315
178733	112315
182744	112315
310411	112315
312172	112315
317941	112315
320084	112315
322528	112315
363227	112315
133231	112332
133851	112864
133965	112960
133965	112961
134350	113305
134447	113384
134541	113463
318997	113463
321903	113463
134732	113609
136564	115114
136648	115184
136707	115236
136971	115447
281054	115447
137544	115859
353916	115859
138162	116335
355671	116335
138162	116336
155778	116336
138530	116632
138561	116660
138561	116661
138561	116662
138561	116663
138561	116664
138561	116665
138561	116666
139124	117103
246125	117103
139360	117300
139595	117490
159008	117490
206522	117490
361201	117490
141195	118786
141537	119077
143298	120527
143517	120707
146067	122803
146162	122886
286432	122886
146319	123018
147674	124109
147829	124247
280914	124247
310663	124247
369461	124247
147987	124380
357004	124380
149268	125400
151516	127268
152977	128501
153289	128748
364680	128748
154094	129412
359473	129412
360647	129412
154146	129457
186474	129457
244908	129457
245451	129457
246491	129457
248375	129457
248858	129457
312028	129457
156006	130988
160380	130988
352723	130988
156031	131010
159358	133659
244170	133659
159545	133812
175017	133812
159919	134115
160234	134395
161070	135100
161295	135281
161911	135750
319287	135750
162948	136575
164287	137571
164893	138068
166458	139353
328266	139353
167284	140022
167430	140134
169004	141438
170510	142685
170773	142894
190687	142894
352761	142894
170922	143012
171255	143319
314387	143319
171303	143359
171440	143466
171556	143552
171902	143851
172423	144285
173276	145035
173460	145195
173987	145646
174062	145704
174062	145705
174062	145707
328939	145707
174062	145709
174226	145842
175309	146754
175509	146932
313411	146932
323847	146932
367301	146932
175746	147114
176233	147531
317466	147531
352153	147531
176548	147797
204397	147797
176842	148077
177363	148503
318084	148503
319150	148503
177400	148536
178065	149084
178149	149150
178272	149246
178713	149607
179187	150004
179752	150482
180038	150734
180449	151138
180730	151371
180731	151372
182266	152731
182902	153278
184627	154747
185181	155203
315425	155203
353117	155203
185318	155332
185462	155460
185740	155689
186340	156144
187662	157218
187715	157262
188331	157811
189139	158529
189162	158554
189214	158589
189541	158861
189545	158866
189545	158867
190500	159687
190777	159917
245490	159917
192614	161515
314887	161515
318639	161515
193137	161948
193208	162004
194195	162817
195666	164078
198688	166604
328083	166604
198688	166605
201165	168738
201443	168964
322703	168964
202599	169900
202836	170094
203167	170361
203849	170939
206278	173064
370294	173064
206278	173065
370294	173065
206391	173177
206944	173635
208442	174913
208472	174959
209438	175874
209500	175922
210009	176366
243707	176695
243760	176706
243809	176713
282906	176713
287354	176713
313097	176713
243809	176714
243910	176733
243963	176741
243965	176742
243969	176745
243993	176759
280821	176759
318534	176759
244007	176762
244013	176766
244072	176782
244074	176785
244161	176810
244166	176815
245103	176815
288562	176815
244195	176835
244197	176838
244203	176843
244275	176876
244288	176877
244407	176877
244292	176882
246106	176882
246588	176882
244305	176894
244472	176894
320636	176894
244315	176902
248011	176902
249807	176902
244360	176916
364517	176916
244389	176928
244393	176932
244430	176957
244498	176995
244508	177002
243993	177016
244524	177017
244611	177065
244663	177097
288564	177097
244718	177135
244722	177140
244724	177142
244920	177142
244761	177167
244842	177234
244953	177234
244874	177252
246408	177252
244913	177279
244951	177313
245123	177461
245266	177461
247470	177461
312287	177461
245123	177462
245266	177462
245123	177463
245266	177463
245168	177506
245219	177558
248722	177558
317771	177558
155339	177582
245245	177585
245245	177586
245256	177599
245284	177622
245335	177666
247009	177666
310507	177666
245335	177667
247009	177667
310507	177667
245479	177797
245550	177859
245590	177859
245593	177901
245640	177946
312151	177946
245646	177951
245717	178023
95738	178028
245866	178160
311898	178160
245895	178189
245983	178272
246072	178355
247443	178355
248065	178355
246289	178555
281929	178555
246446	178698
246491	178740
280904	178740
246494	178743
350037	178743
246520	178766
246554	178798
246712	178956
246776	179025
320571	179025
246824	179070
246854	179099
246854	179101
318084	179101
246885	179125
246980	179207
247081	179296
247218	179425
283989	179425
247286	179490
247324	179526
247471	179661
247614	179790
247762	179912
247835	179981
248020	180150
248061	180187
9096	180296
248219	180336
248229	180345
248334	180448
248358	180467
248529	180625
319750	180625
248541	180632
249143	181191
283240	181191
289327	181191
355733	181191
249230	181303
249256	181328
286830	181328
249442	181506
284146	181506
250123	182155
250128	182160
352451	182160
250130	182162
323251	182162
280814	182604
280914	182687
280976	182744
352651	182744
361236	182744
280998	182754
281197	182914
281306	183003
287191	183003
281981	183615
282092	183726
282119	183750
282308	183921
282337	183947
286818	183947
282517	184116
282771	184355
315436	184355
282771	184356
282865	184439
282962	184525
283030	184587
283209	184747
322518	184747
283218	184756
283371	184900
283631	185140
310746	185140
355498	185140
284074	185535
284413	185829
284648	186031
285391	186695
285509	186813
285595	186893
286117	187392
286165	187427
286266	187526
286562	187798
286784	188006
286995	188217
357328	188217
287030	188238
287094	188299
287152	188348
287435	188348
287264	188445
311484	188445
287354	188541
287531	188701
288081	189210
288244	189369
288259	189382
317492	189382
288360	189472
354994	189472
288496	189591
289135	190192
289191	190242
289547	190571
290068	191039
309795	191415
310383	191727
310383	191728
310478	191795
310663	191954
353853	191954
310663	191957
311492	192752
311503	192768
311512	192774
311580	192838
327158	192838
311604	192864
311647	192908
311716	192974
311829	193096
311898	193161
311923	193185
312761	194054
312832	194124
312898	194183
312908	194193
312908	194194
312930	194214
312954	194235
313049	194321
313350	194609
313695	194940
326458	194940
313855	195103
315817	195103
314174	195447
314179	195454
314367	195643
314387	195662
314887	196146
314887	196147
314887	196148
314887	196149
314887	196150
314887	196151
314887	196152
314887	196153
314887	196155
314887	196157
314887	196158
314887	196159
314887	196161
314887	196162
314890	196165
315109	196358
315154	196404
315284	196526
330099	196526
315527	196765
315527	196766
316208	197462
316208	197463
316208	197464
316208	197465
316208	197466
316208	197467
316576	197467
316208	197468
316208	197469
316208	197470
316208	197471
316208	197472
316208	197473
316208	197474
353853	197474
356587	197474
316279	197541
316347	197601
316457	197711
316576	197836
316576	197837
365827	197837
316576	197840
316654	197941
316740	198021
316748	198029
316750	198032
316777	198065
316978	198274
317013	198320
319631	198320
356279	198320
317142	198446
320024	198446
317623	198923
317783	199087
317909	199223
318084	199403
318084	199404
318084	199406
318084	199410
318394	199699
318602	199894
318997	200287
319036	200333
319233	200526
319619	200906
365460	200906
320167	201450
321203	202516
321268	202580
351535	202580
321744	203066
322528	203824
353301	203824
322528	203826
322528	203827
363227	203827
323141	204475
323348	204662
355516	204662
323845	205120
323988	205245
324226	205500
324570	205846
324844	206100
362363	206100
325324	206564
325717	206940
326648	207904
327336	208608
328083	209377
328266	209550
328266	209554
328939	210233
329262	210554
329683	211012
330018	211332
348996	211695
349596	211856
349764	211953
352451	214675
352684	214905
353065	215296
353852	216036
353853	216037
353853	216038
353853	216042
353853	216044
353853	216045
365827	216045
353853	216047
353853	216049
353853	216051
353853	216053
353883	216088
354426	216633
354572	216776
354955	217154
355637	217828
355749	217929
355819	217997
356587	218741
356587	218742
356587	218745
356587	218746
356655	218835
356786	218960
357030	219191
357369	219500
357695	219812
358628	220724
359256	221329
359473	221549
360647	221549
360128	222211
360141	222223
360536	222603
361294	223392
362733	224765
363305	225368
363529	225597
363599	225660
364314	226378
365827	227862
365827	227863
365827	227865
365827	227866
365827	227869
365827	227871
365827	227872
365827	227873
365827	227876
365864	227918
366926	229000
367322	229378
367681	229741
368085	230173
368823	230910
369453	231514
369727	231794
370082	232145
370174	232240
